ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,True,2,1.565203,1.0,0.0,1.0,0.010204081632653
1,spider_bak-coffee_shop-0005.txt,True,2,4.451265,2.0,0.5,54.0,0.4922037422037422
2,spider-manufactory_1-0036.txt,True,3,20.074204,2.0,0.0,2.0,0.0172413793103448
3,spider-manufactory_1-0036.txt,False,4,60.003725,,,,
4,spider-movie_1-0012.txt,True,3,29.248504,2.0,0.5,84.0,0.4681992337164751
5,spider_bak-manufactory_1-0003.txt,True,2,5.513686,2.0,0.5,53.5,0.4665513833992095
6,spider-customer_deliveries-0004.txt,True,2,1.618737,2.0,0.5,67.5,0.4261913401064344
7,spider_bak-inn_1-0009.txt,True,2,2.813336,2.0,0.5,72.5,0.4398138006571742
8,spider-csu_1-0023.txt,True,2,3.518239,3.0,0.3333333333333333,55.66666666666666,0.3131622748471515
9,spider-csu_1-0023.txt,True,2,3.299229,2.0,0.5,90.5,0.4495445544554455
10,spider-csu_1-0023.txt,True,2,8.238379,4.0,0.5,98.75,0.4754956768038163
11,spider-soccer_2-0008.txt,True,2,1.475681,1.0,0.0,2.0,0.0186915887850467
12,spider_bak-roller_coaster-0002.txt,True,2,3.687965,2.0,0.5,70.0,0.4684353741496598
13,spider_bak-document_management-0001.txt,True,2,39.085172,2.0,0.5,50.5,0.4633116883116883
14,spider_bak-loan_1-0015.txt,True,2,1.169121,1.0,0.0,2.0,0.0194174757281553
15,db2csv-student_transcripts_tracking-0040_dev.txt,True,2,8.097144,4.0,0.5,91.0,0.4424871055825242
16,spider-body_builder-0006.txt,True,2,6.437738,6.0,0.3333333333333333,51.333333333333336,0.3497732426303855
17,db2csv-museum_visit-0004_dev.txt,True,2,5.141172,4.0,0.5,56.75,0.3895373217780263
18,spider_bak-candidate_poll-0007.txt,True,2,1.516941,1.0,0.0,1.0,0.010204081632653
19,spider-county_public_safety-0020.txt,True,2,4.372159,4.0,0.5,52.0,0.3498406887668632
20,db2csv-pets_1-0033_dev.txt,True,2,9.35898,5.0,0.4,54.2,0.2793106271491731
