ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,True,2,51.568924,2.0,0.0,1.0,0.0036466468483901
1,spider_bak-coffee_shop-0005.txt,False,3,60.07188,,,,
2,spider-manufactory_1-0036.txt,False,3,60.068854,,,,
3,spider-manufactory_1-0036.txt,False,3,60.067211,,,,
4,spider_bak-manufactory_1-0003.txt,True,2,56.802735,2.0,0.0,1.0,0.0047621137640449
5,spider-customer_deliveries-0004.txt,True,2,46.208598,2.0,0.0,2.0,0.006403698603187
6,spider_bak-inn_1-0009.txt,False,3,60.074457,,,,
7,spider-csu_1-0023.txt,True,2,41.191505,2.0,0.0,2.0,0.0060534811903425
8,spider_bak-roller_coaster-0002.txt,False,3,60.072875,,,,
9,db2csv-student_transcripts_tracking-0040_dev.txt,False,3,60.071973,,,,
10,spider-body_builder-0006.txt,False,3,60.066093,,,,
11,spider_bak-candidate_poll-0007.txt,False,3,60.062959,,,,
12,spider-county_public_safety-0020.txt,True,2,42.121969,2.0,0.0,1.0,0.0036249005173099
13,db2csv-pets_1-0033_dev.txt,True,2,58.828,2.0,0.0,2.0,0.0050843079235357
14,db2csv-pets_1-0033_dev.txt,False,3,40.204212,,,,
15,spider-medicine_enzyme_interaction-0020.txt,True,2,47.946549,2.0,0.0,2.0,0.0064341314415213
16,spider_bak-entertainment_awards-0012.txt,False,3,60.074901,,,,
17,spider_bak-entertainment_awards-0012.txt,False,3,37.340505,,,,
18,spider_bak-entertainment_awards-0012.txt,False,3,40.174823,,,,
19,spider_bak-entertainment_awards-0012.txt,False,3,33.048288,,,,
20,spider_bak-entertainment_awards-0012.txt,False,3,60.065736,,,,
21,spider_bak-entertainment_awards-0012.txt,False,3,60.073555,,,,
22,spider_bak-entertainment_awards-0012.txt,False,3,60.063007,,,,
23,spider_bak-entertainment_awards-0012.txt,False,3,37.309362,,,,
24,spider_bak-entertainment_awards-0012.txt,False,3,31.440208,,,,
25,spider_bak-entertainment_awards-0012.txt,False,3,43.482221,,,,
26,spider_bak-company_office-0003.txt,True,2,25.908929,2.0,0.0,1.0,0.0030463680962177
27,spider_bak-company_office-0003.txt,True,2,11.826871,2.0,0.0,1.0,0.0028600061671292
28,spider_bak-company_office-0003.txt,True,2,27.759831,2.0,0.0,1.0,0.0029745989304812
29,spider_bak-company_office-0003.txt,True,2,48.376497,2.0,0.0,1.0,0.0029720221421902
30,spider_bak-company_office-0003.txt,True,2,43.22603,2.0,0.0,1.0,0.0027777777777777
31,spider_bak-company_office-0003.txt,True,2,58.821626,2.0,0.0,1.0,0.0029494035376388
32,spider_bak-company_office-0003.txt,True,2,54.05372,2.0,0.0,1.0,0.0030716265760529
33,spider_bak-company_office-0003.txt,True,2,55.351591,2.0,0.0,1.0,0.0030688255497569
34,spider_bak-company_office-0003.txt,False,3,60.071257,,,,
35,spider_bak-company_office-0003.txt,False,3,60.065969,,,,
36,spider_bak-company_office-0003.txt,False,3,60.072239,,,,
37,spider_bak-company_office-0003.txt,False,3,60.080266,,,,
38,spider_bak-company_office-0003.txt,True,2,54.402636,2.0,0.0,1.0,0.0029557589626239
39,spider_bak-company_office-0003.txt,False,3,60.085449,,,,
40,spider_bak-company_office-0003.txt,True,2,35.766698,2.0,0.0,1.0,0.0027605467964733
41,spider_bak-customers_and_addresses-0020.txt,True,2,18.871134,2.0,0.0,1.0,0.0033449305242359
42,spider_bak-ship_1-0008.txt,False,3,60.068822,,,,
43,spider-scientist_1-0003.txt,True,2,7.823269,2.0,0.0,2.0,0.0074199563995482
44,spider-scientist_1-0003.txt,True,2,22.057647,2.0,0.0,2.0,0.0062928848448687
45,spider-scientist_1-0003.txt,True,2,24.799531,2.0,0.0,2.0,0.0063031534582674
46,spider-mountain_photos-0013.txt,False,3,60.065991,,,,
47,spider-mountain_photos-0013.txt,False,3,60.073139,,,,
48,spider-mountain_photos-0013.txt,False,3,60.062936,,,,
49,spider-customers_and_products_contacts-0008.txt,False,3,60.065798,,,,
50,spider-theme_gallery-0004.txt,False,3,60.06753,,,,
51,spider_bak-mountain_photos-0002.txt,False,3,60.06331,,,,
52,spider-match_season-0008.txt,True,2,29.687751,2.0,0.0,2.0,0.0062798151460942
53,db2csv-dog_kennels-0039_dev.txt,False,3,60.065375,,,,
54,db2csv-poker_player-0017_dev.txt,False,3,60.068802,,,,
55,db2csv-poker_player-0017_dev.txt,True,2,51.591892,2.0,0.0,1.0,0.003431042228212
56,db2csv-poker_player-0017_dev.txt,False,3,60.066246,,,,
57,db2csv-poker_player-0017_dev.txt,False,3,60.071383,,,,
58,db2csv-poker_player-0017_dev.txt,False,3,60.074913,,,,
59,db2csv-poker_player-0017_dev.txt,False,3,60.070067,,,,
60,spider-news_report-0010.txt,False,3,60.064273,,,,
61,db2csv-dog_kennels-0029_dev.txt,False,3,60.066117,,,,
62,spider_bak-county_public_safety-0002.txt,False,3,60.07628,,,,
63,spider_bak-company_office-0002.txt,False,3,60.067258,,,,
64,spider_bak-book_2-0003.txt,False,3,60.063259,,,,
65,spider_bak-body_builder-0008.txt,False,3,60.073418,,,,
66,spider_bak-body_builder-0008.txt,False,3,36.33743,,,,
67,spider_bak-body_builder-0020.txt,True,2,23.746763,2.0,0.0,2.0,0.0063593606571339
68,spider-entrepreneur-0006.txt,True,2,26.894788,2.0,0.0,1.0,0.0032517947890618
69,spider-entrepreneur-0006.txt,True,2,43.11739,2.0,0.0,1.0,0.0032407685680511
70,spider-entrepreneur-0006.txt,False,3,60.071736,,,,
71,spider-body_builder-0007.txt,True,2,54.462454,2.0,0.0,1.0,0.0031279091416868
72,spider-body_builder-0007.txt,False,3,60.06984,,,,
73,spider-body_builder-0007.txt,False,3,60.081996,,,,
74,spider-entrepreneur-0012.txt,False,3,60.066125,,,,
75,spider-entrepreneur-0012.txt,False,3,60.072311,,,,
76,spider-entrepreneur-0012.txt,False,3,60.069257,,,,
77,spider-entrepreneur-0012.txt,False,3,60.064852,,,,
78,spider-entrepreneur-0012.txt,False,3,60.073089,,,,
79,spider-entrepreneur-0012.txt,False,3,60.070842,,,,
80,spider-body_builder-0013.txt,False,3,60.07106,,,,
81,spider-body_builder-0013.txt,True,2,52.013869,2.0,0.0,1.0,0.0033741496598639
82,spider-body_builder-0013.txt,True,2,34.983605,2.0,0.0,1.0,0.0034647181914857
83,spider-body_builder-0013.txt,False,3,60.066537,,,,
84,spider-body_builder-0013.txt,False,3,60.069658,,,,
85,spider-body_builder-0013.txt,False,3,60.067242,,,,
86,spider-tracking_grants_for_research-0031.txt,False,3,60.081052,,,,
87,spider_bak-sports_competition-0014.txt,False,3,60.066285,,,,
88,spider_bak-climbing-0002.txt,False,3,60.066678,,,,
89,spider-products_for_hire-0007.txt,False,3,60.069332,,,,
90,spider-customer_deliveries-0005.txt,False,3,60.072257,,,,
91,spider-flight_company-0011.txt,True,2,49.284093,2.0,0.0,2.0,0.0045311911635496
92,spider-flight_company-0011.txt,False,3,60.068439,,,,
93,spider-flight_company-0011.txt,False,3,60.070939,,,,
94,spider-flight_company-0011.txt,True,2,43.989518,2.0,0.0,11.5,0.034958258795468
95,spider-flight_company-0011.txt,True,2,30.715751,2.0,0.0,3.0,0.0077501218277917
96,spider-flight_company-0011.txt,True,2,32.656384,2.0,0.0,1.0,0.002549336627488
97,spider-flight_company-0011.txt,False,3,60.064243,,,,
98,spider-flight_company-0011.txt,False,3,60.070729,,,,
99,spider-flight_company-0011.txt,False,3,60.071142,,,,
100,spider-flight_company-0011.txt,True,2,50.430147,2.0,0.0,4.0,0.0126609648279838
101,spider-flight_company-0011.txt,False,3,60.070063,,,,
102,spider-flight_company-0011.txt,True,2,52.300032,2.0,0.0,1.0,0.0026686706746826
103,spider-flight_company-0011.txt,False,3,60.064017,,,,
104,spider-flight_company-0011.txt,False,3,60.072056,,,,
105,spider-flight_company-0011.txt,True,2,48.078928,2.0,0.0,7.0,0.0153539931406173
106,spider-flight_company-0011.txt,True,2,37.451781,2.0,0.0,3.0,0.0076967143437927
107,spider-flight_company-0011.txt,False,3,60.070413,,,,
108,spider-flight_company-0011.txt,True,2,42.078933,2.0,0.0,1.0,0.0023939662442752
109,spider-flight_company-0011.txt,False,3,60.061959,,,,
110,spider-flight_company-0011.txt,False,3,60.068616,,,,
111,spider-flight_company-0011.txt,False,3,60.066716,,,,
112,spider-flight_company-0011.txt,True,2,59.964327,2.0,0.0,1.0,0.0024730409777138
113,spider-flight_company-0011.txt,True,2,55.629776,2.0,0.0,3.0,0.0081413380593708
114,spider-flight_company-0011.txt,True,2,59.490354,2.0,0.0,1.0,0.0026758563410092
115,spider-flight_company-0011.txt,False,3,60.071125,,,,
116,spider-flight_company-0011.txt,False,3,60.074574,,,,
117,spider-flight_company-0011.txt,True,2,53.466407,2.0,0.0,1.0,0.0024891246190708
118,spider-flight_company-0011.txt,False,3,60.070646,,,,
119,spider-flight_company-0005.txt,False,3,60.065957,,,,
120,spider_bak-student_assessment-0020.txt,False,3,60.062603,,,,
121,spider_bak-student_assessment-0020.txt,False,3,60.062842,,,,
122,spider_bak-student_assessment-0020.txt,False,3,60.075775,,,,
123,spider_bak-student_assessment-0020.txt,False,3,60.065187,,,,
124,spider_bak-student_assessment-0020.txt,False,3,60.068616,,,,
125,spider_bak-student_assessment-0020.txt,False,3,60.067429,,,,
126,spider_bak-student_assessment-0020.txt,False,3,60.070467,,,,
127,spider_bak-student_assessment-0020.txt,True,2,59.106674,2.0,0.0,1.0,0.0024427952999381
128,spider_bak-student_assessment-0020.txt,False,3,60.070304,,,,
129,spider_bak-student_assessment-0020.txt,False,3,60.070074,,,,
130,spider_bak-student_assessment-0020.txt,False,3,60.076909,,,,
131,spider_bak-student_assessment-0020.txt,True,2,45.196161,2.0,0.0,1.0,0.0024285333214777
132,spider_bak-student_assessment-0020.txt,True,2,56.794875,2.0,0.0,1.0,0.002182069951311
133,spider_bak-student_assessment-0020.txt,True,2,45.73832,2.0,0.0,1.0,0.0024206191485603
134,spider_bak-movie_1-0040.txt,False,3,60.062448,,,,
135,spider_bak-movie_1-0040.txt,False,3,37.003632,,,,
136,spider-customer_deliveries-0011.txt,False,3,60.06848,,,,
137,spider_bak-party_host-0002.txt,False,3,60.070852,,,,
138,spider-candidate_poll-0009.txt,False,3,60.075893,,,,
139,spider-farm-0010.txt,False,3,60.064241,,,,
140,spider-farm-0010.txt,False,3,60.067042,,,,
141,spider-farm-0010.txt,False,3,60.06859,,,,
142,spider-epinions_1-0011.txt,False,3,60.076459,,,,
143,spider-epinions_1-0011.txt,True,2,43.160462,2.0,0.0,1.0,0.002878260529506
144,spider-farm-0004.txt,True,2,59.68421,2.0,0.0,1.0,0.0036168837625534
145,spider_bak-decoration_competition-0009.txt,False,3,60.065246,,,,
146,spider_bak-decoration_competition-0009.txt,False,3,60.066688,,,,
147,spider_bak-decoration_competition-0009.txt,False,3,60.062499,,,,
148,spider_bak-solvency_ii-0010.txt,False,3,60.07175,,,,
149,db2csv-singer-0004_dev.txt,False,3,60.075908,,,,
150,spider_bak-browser_web-0018.txt,False,3,60.07648,,,,
151,spider-manufactory_1-0021.txt,False,3,60.065026,,,,
152,spider_bak-journal_committee-0017.txt,False,3,60.075759,,,,
153,spider_bak-manufactory_1-0014.txt,False,3,60.068431,,,,
154,spider_bak-shop_membership-0008.txt,True,2,16.473487,2.0,0.0,2.0,0.0062683134898557
155,db2csv-car_1-0051_dev.txt,True,2,52.483565,2.0,0.0,1.5,0.0039780090320047
156,spider-flight_company-0007.txt,False,3,60.071299,,,,
157,spider-flight_company-0007.txt,False,3,60.066258,,,,
158,spider-flight_company-0007.txt,True,2,56.688058,2.0,0.0,1.0,0.0027485112230874
159,spider-flight_company-0007.txt,True,2,56.831134,2.0,0.0,1.0,0.0028471528471528
160,spider-flight_company-0007.txt,True,2,32.520332,2.0,0.0,1.0,0.0027369189310577
161,spider-flight_company-0007.txt,True,2,40.097539,2.0,0.0,1.0,0.0029822249256555
162,spider-flight_company-0007.txt,True,2,45.39844,2.0,0.0,1.0,0.0028581387242941
163,spider-flight_company-0007.txt,True,2,55.723742,2.0,0.0,1.0,0.0029649708090075
164,spider-flight_company-0007.txt,True,2,47.987194,2.0,0.0,1.0,0.0028454575116284
165,spider-flight_company-0007.txt,False,3,60.071238,,,,
166,spider-flight_company-0007.txt,False,3,60.070716,,,,
167,spider-flight_company-0007.txt,False,3,60.076169,,,,
168,spider-flight_company-0007.txt,False,3,60.067264,,,,
169,spider-flight_company-0007.txt,False,3,60.066312,,,,
170,spider-flight_company-0007.txt,False,3,60.065256,,,,
171,spider-college_1-0044.txt,False,3,60.070031,,,,
172,spider-tracking_grants_for_research-0027.txt,False,3,60.070778,,,,
173,spider_bak-loan_1-0002.txt,True,2,21.689152,2.0,0.0,2.0,0.0080258060533098
174,spider_bak-gymnast-0003.txt,True,2,37.808691,2.0,0.0,1.0,0.0036171844083893
175,spider_bak-college_2-0009.txt,True,2,48.143134,2.0,0.0,2.0,0.0063466464282326
176,spider-body_builder-0011.txt,False,3,60.067197,,,,
177,spider-body_builder-0011.txt,False,3,37.255971,,,,
178,spider-dorm_1-0035.txt,False,3,60.071742,,,,
179,spider_bak-entertainment_awards-0005.txt,False,3,60.066783,,,,
180,spider_bak-soccer_2-0008.txt,True,2,23.488053,2.0,0.0,2.0,0.0064808167823243
181,spider_bak-perpetrator-0002.txt,False,3,60.064756,,,,
182,spider-gas_company-0008.txt,False,3,60.070192,,,,
183,spider-voter_2-0006.txt,False,3,60.066164,,,,
184,spider_bak-gas_company-0003.txt,False,3,60.063316,,,,
185,spider_bak-gas_company-0003.txt,True,2,56.824154,2.0,0.0,1.0,0.0028204840459357
186,spider_bak-gas_company-0003.txt,True,2,29.550062,2.0,0.0,1.0,0.0028204840459357
187,spider_bak-gas_company-0003.txt,False,3,60.075274,,,,
188,spider_bak-gas_company-0003.txt,False,3,60.068475,,,,
189,spider_bak-gas_company-0003.txt,True,2,39.481048,2.0,0.0,1.0,0.002751100440176
190,spider_bak-flight_company-0008.txt,False,3,60.072673,,,,
191,spider_bak-flight_company-0008.txt,False,3,60.06397,,,,
192,spider_bak-flight_company-0008.txt,False,3,60.066002,,,,
193,spider_bak-flight_company-0008.txt,False,3,60.075662,,,,
194,spider_bak-flight_company-0008.txt,False,3,60.065915,,,,
195,spider-match_season-0022.txt,False,3,60.068987,,,,
196,spider_bak-architecture-0012.txt,False,3,60.065152,,,,
197,db2csv-tvshow-0008_dev.txt,False,3,60.066039,,,,
198,spider-mountain_photos-0005.txt,False,3,60.062908,,,,
199,spider-mountain_photos-0005.txt,False,3,60.062366,,,,
200,spider-mountain_photos-0011.txt,True,2,44.905559,2.0,0.0,2.0,0.0065510204081632
201,spider_bak-architecture-0007.txt,False,3,60.063803,,,,
202,spider_bak-architecture-0007.txt,False,3,60.066514,,,,
203,spider_bak-architecture-0007.txt,False,3,60.06657,,,,
204,spider_bak-architecture-0007.txt,False,3,60.072155,,,,
205,spider_bak-architecture-0007.txt,True,2,54.823087,2.0,0.0,1.0,0.00292857027763
206,spider_bak-architecture-0007.txt,False,3,60.38808,,,,
207,spider_bak-architecture-0007.txt,True,2,55.665551,2.0,0.0,1.0,0.0028007676177915
208,spider_bak-architecture-0007.txt,True,2,31.868777,2.0,0.0,1.0,0.003098873137041
209,spider_bak-architecture-0007.txt,False,3,60.065237,,,,
210,spider_bak-architecture-0007.txt,False,3,60.076073,,,,
211,spider_bak-architecture-0007.txt,True,2,36.245149,2.0,0.0,1.0,0.0029862362425872
212,spider_bak-architecture-0007.txt,True,2,28.07426,2.0,0.0,1.0,0.0029146325796505
213,spider_bak-architecture-0007.txt,True,2,57.612977,2.0,0.0,1.0,0.0027547026709883
214,spider_bak-architecture-0007.txt,True,2,47.248303,2.0,0.0,1.0,0.0026941125115949
