ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,True,2,10.879572,3.0,0.0,1.0,0.0076616449249839
1,spider_bak-coffee_shop-0005.txt,True,2,4.276669,2.0,0.0,3.0,0.0327442827442827
2,spider-manufactory_1-0036.txt,True,3,47.52681,3.0,0.0,1.0,0.0062403102471096
3,spider-manufactory_1-0036.txt,True,3,35.431365,3.0,0.0,1.0,0.0056121991509495
4,spider-movie_1-0012.txt,False,4,60.07965,,,,
5,spider_bak-manufactory_1-0003.txt,True,2,7.760267,3.0,0.0,2.0,0.017268440094527
6,spider-customer_deliveries-0004.txt,True,2,4.320793,3.0,0.0,1.6666666666666667,0.0110409875720732
7,spider_bak-inn_1-0009.txt,True,2,6.700756,3.0,0.0,2.0,0.0136227696084143
8,spider-csu_1-0023.txt,True,2,4.214345,3.0,0.0,2.0,0.0129244298335998
9,spider-csu_1-0023.txt,True,2,4.973253,3.0,0.0,1.3333333333333333,0.0072028345691712
10,spider-csu_1-0023.txt,True,2,8.058348,3.0,0.0,2.0,0.0098603022959777
11,spider-soccer_2-0008.txt,True,2,5.715682,3.0,0.0,1.6666666666666667,0.0121321033480163
12,spider_bak-roller_coaster-0002.txt,True,2,6.472743,3.0,0.0,1.0,0.0075959693542111
13,spider_bak-document_management-0001.txt,True,2,6.945689,3.0,0.0,2.6666666666666665,0.0259543486816214
14,spider_bak-loan_1-0015.txt,True,2,5.182045,3.0,0.3333333333333333,34.0,0.2299331289606262
15,db2csv-student_transcripts_tracking-0040_dev.txt,True,2,11.916594,3.0,0.0,1.6666666666666667,0.0084239703162818
16,spider-body_builder-0006.txt,True,2,8.564612,3.0,0.0,1.0,0.0076769663688768
17,db2csv-museum_visit-0004_dev.txt,True,2,8.911538,3.0,0.0,2.6666666666666665,0.017732658338133
18,spider_bak-candidate_poll-0007.txt,True,2,6.215005,3.0,0.0,1.0,0.0076616449249839
19,spider-county_public_safety-0020.txt,True,2,10.046244,3.0,0.0,1.0,0.0076001478163596
20,db2csv-pets_1-0033_dev.txt,True,2,24.721352,3.0,0.0,5.666666666666667,0.0302792181406885
21,db2csv-pets_1-0033_dev.txt,True,2,25.322567,3.0,0.0,1.0,0.0059349635520609
22,db2csv-pets_1-0033_dev.txt,False,4,20.700673,,,,
23,spider-medicine_enzyme_interaction-0020.txt,True,2,5.819613,3.0,0.0,1.3333333333333333,0.0089477835332523
24,spider_bak-entertainment_awards-0012.txt,True,2,7.553273,3.0,0.0,2.333333333333333,0.0129071676398409
25,spider_bak-entertainment_awards-0012.txt,True,2,25.685813,3.0,0.0,1.0,0.0056919189521382
26,spider_bak-entertainment_awards-0012.txt,True,2,32.145518,3.0,0.0,1.0,0.0057271425077734
27,spider_bak-entertainment_awards-0012.txt,True,2,13.143486,3.0,0.0,1.0,0.0057271425077734
28,spider_bak-entertainment_awards-0012.txt,True,2,30.304966,3.0,0.0,1.0,0.0045849034958923
29,spider_bak-entertainment_awards-0012.txt,True,2,26.986904,3.0,0.0,1.0,0.0046076777308912
30,spider_bak-entertainment_awards-0012.txt,True,2,32.299234,3.0,0.0,1.0,0.0046076777308912
31,spider_bak-entertainment_awards-0012.txt,True,2,13.063531,3.0,0.0,1.0,0.0045861406794637
32,spider_bak-entertainment_awards-0012.txt,True,2,32.029799,3.0,0.0,1.0,0.0045861406794637
33,spider_bak-entertainment_awards-0012.txt,True,2,14.185352,3.0,0.0,1.0,0.0045985133821137
34,spider_bak-cre_Docs_and_Epenses-0020.txt,False,4,38.799975,,,,
35,spider_bak-company_office-0003.txt,True,2,8.348122,3.0,0.0,1.0,0.0064157437038792
36,spider_bak-company_office-0003.txt,True,2,4.846264,3.0,0.0,1.0,0.0060076229417264
37,spider_bak-company_office-0003.txt,True,2,5.481,3.0,0.0,2.0,0.0110175383939396
38,spider_bak-company_office-0003.txt,True,2,5.450508,3.0,0.0,1.0,0.0061740482267923
39,spider_bak-company_office-0003.txt,True,2,4.541813,3.0,0.0,2.0,0.009978144460903
40,spider_bak-company_office-0003.txt,True,2,7.396647,3.0,0.0,1.0,0.0057889733027536
41,spider_bak-company_office-0003.txt,True,2,7.002527,3.0,0.0,1.0,0.0061736243554425
42,spider_bak-company_office-0003.txt,True,2,5.758416,3.0,0.0,1.0,0.0063642571456443
43,spider_bak-company_office-0003.txt,True,2,5.475239,3.0,0.0,1.0,0.0063518613827414
44,spider_bak-company_office-0003.txt,True,2,7.832299,3.0,0.0,1.0,0.0057950498575498
45,spider_bak-company_office-0003.txt,True,2,8.461964,3.0,0.0,1.0,0.0059416683670337
46,spider_bak-company_office-0003.txt,True,2,6.89792,3.0,0.0,3.333333333333333,0.0165373431488872
47,spider_bak-company_office-0003.txt,True,2,7.123263,3.0,0.0,1.0,0.0058714373799676
48,spider_bak-company_office-0003.txt,True,2,5.54529,3.0,0.0,3.333333333333333,0.0149972443360448
49,spider_bak-company_office-0003.txt,True,2,10.545925,3.0,0.0,3.0,0.0138907176041067
50,spider_bak-company_office-0003.txt,True,2,7.619184,3.0,0.0,1.0,0.0061965811965811
51,spider_bak-company_office-0003.txt,True,2,15.379808,3.0,0.0,1.0,0.0056707042159628
