ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,True,2,1.539745,1.0,0.0,1.0,0.010204081632653
1,spider_bak-coffee_shop-0005.txt,True,2,4.311943,2.0,0.5,54.0,0.4922037422037422
2,spider-manufactory_1-0036.txt,True,3,25.058932,3.0,0.3333333333333333,58.66666666666666,0.3214041627834731
3,spider-manufactory_1-0036.txt,False,4,60.003656,,,,
4,spider-movie_1-0012.txt,False,4,60.002787,,,,
5,spider_bak-manufactory_1-0003.txt,True,2,6.005059,2.0,0.5,53.5,0.4665513833992095
6,spider-customer_deliveries-0004.txt,True,2,1.609018,2.0,0.5,67.5,0.4261913401064344
7,spider_bak-inn_1-0009.txt,True,2,2.634876,2.0,0.5,67.0,0.4066812705366922
8,spider-csu_1-0023.txt,True,2,3.55513,3.0,0.3333333333333333,55.66666666666666,0.3131622748471515
9,spider-csu_1-0023.txt,True,2,2.853984,2.0,0.5,90.5,0.4495445544554455
10,spider-csu_1-0023.txt,True,2,7.801296,4.0,0.5,98.75,0.4754956768038163
11,spider-soccer_2-0008.txt,True,2,1.232096,1.0,0.0,2.0,0.0186915887850467
12,spider_bak-roller_coaster-0002.txt,True,2,3.322491,2.0,0.5,70.0,0.4684353741496598
13,spider_bak-document_management-0001.txt,True,2,42.894546,2.0,0.5,50.5,0.4633116883116883
14,spider_bak-loan_1-0015.txt,True,2,3.149682,4.0,0.5,64.75,0.4360624226233139
15,db2csv-student_transcripts_tracking-0040_dev.txt,True,2,10.635201,4.0,0.5,91.0,0.4424871055825242
16,spider-body_builder-0006.txt,True,2,6.258203,6.0,0.3333333333333333,51.333333333333336,0.3497732426303855
17,db2csv-museum_visit-0004_dev.txt,True,2,5.008899,4.0,0.5,56.75,0.3895373217780263
18,spider_bak-candidate_poll-0007.txt,True,2,1.57338,1.0,0.0,1.0,0.010204081632653
19,spider-county_public_safety-0020.txt,True,2,3.928915,4.0,0.5,52.0,0.3498406887668632
20,db2csv-pets_1-0033_dev.txt,True,2,17.23871,8.0,0.375,58.125,0.2976655886687408
21,db2csv-pets_1-0033_dev.txt,True,2,5.668862,2.0,0.5,83.5,0.4254520283592733
22,db2csv-pets_1-0033_dev.txt,False,4,40.63264,,,,
23,spider-medicine_enzyme_interaction-0020.txt,True,2,2.247558,2.0,0.5,73.5,0.4470971396205041
24,spider_bak-entertainment_awards-0012.txt,True,2,2.497901,1.0,0.0,2.0,0.016
25,spider_bak-entertainment_awards-0012.txt,True,2,15.886621,4.0,0.5,95.5,0.4688958916900093
26,spider_bak-entertainment_awards-0012.txt,True,2,43.876212,4.0,0.5,92.5,0.4564334975369458
27,spider_bak-entertainment_awards-0012.txt,True,2,15.108886,5.0,0.4,77.0,0.3799251231527093
28,spider_bak-entertainment_awards-0012.txt,True,2,3.872699,1.0,0.0,1.0,0.0063694267515923
29,spider_bak-entertainment_awards-0012.txt,True,2,9.600607,1.0,0.0,1.0,0.0064102564102564
30,spider_bak-entertainment_awards-0012.txt,True,2,12.058059,3.0,0.3333333333333333,73.0,0.2893567784872132
31,spider_bak-entertainment_awards-0012.txt,True,2,37.837337,5.0,0.4,87.0,0.3443568893028876
32,spider_bak-entertainment_awards-0012.txt,True,2,9.835905,3.0,0.3333333333333333,72.33333333333333,0.2867081224876849
33,spider_bak-entertainment_awards-0012.txt,True,2,19.944655,5.0,0.4,78.2,0.3083686654552796
34,spider_bak-cre_Docs_and_Epenses-0020.txt,False,4,42.383193,,,,
35,spider_bak-company_office-0003.txt,True,2,3.65957,2.0,0.5,83.5,0.4732000579458206
36,spider_bak-company_office-0003.txt,True,2,2.445919,2.0,0.5,67.0,0.3540650406504065
37,spider_bak-company_office-0003.txt,True,2,1.813378,1.0,0.0,1.0,0.0082644628099173
38,spider_bak-company_office-0003.txt,True,2,3.209267,2.0,0.5,75.0,0.413439019996397
39,spider_bak-company_office-0003.txt,True,2,4.294272,2.0,0.5,87.0,0.4299545282303902
40,spider_bak-company_office-0003.txt,True,2,4.552136,3.0,0.3333333333333333,56.66666666666666,0.2857275796974289
41,spider_bak-company_office-0003.txt,True,2,2.043027,1.0,0.0,1.0,0.0082644628099173
