ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
619,0,,,,False,,,,,,,
619,1,,,,False,,,,,,,
619,2,,,,False,,,,,,,
619,3,,,,False,,,,,,,
619,4,,,,False,,,,,,,
619,5,False,"{'mynumbers': [['num'], [237]]}",0.19178,False,,10.0,0.0,,,,[]
619,6,,,,False,,,,,,,
619,7,False,,2.50402,False,,64.0,0.0,,,,[]
619,8,True,{'mynumbers': [['num']]},0.164832,False,,5.0,0.0,,,,[]
619,9,,,,False,,,,,,,
619,10,,,,False,,,,,,,
619,11,,,,False,,,,,,,
619,12,,,,False,,,,,,,
619,13,,,,False,,,,,,,
619,14,False,,2.658692,False,,64.0,0.0,,,,[]
619,15,False,,2.67389,False,,64.0,0.0,,,,[]
619,16,False,,3.71874,False,,64.0,0.0,,,,[]
619,17,False,,3.507268,False,,64.0,0.0,,,,[]
619,18,,,,False,,,,,,,
619,19,False,,1.90058,False,,64.0,0.0,,,,[]
619,20,False,,2.526463,False,,64.0,0.0,,,,[]
619,21,False,"{'mynumbers': [['num'], [-413]]}",0.991444,False,,34.0,0.0,,,,[]
619,22,False,,1.683079,False,,64.0,0.0,,,,[]
619,23,False,,2.583406,False,,64.0,0.0,,,,[]
619,24,False,,3.271534,False,,64.0,0.0,,,,[]
619,25,False,,3.288897,False,,64.0,0.0,,,,[]
619,26,False,,4.148222,False,,64.0,0.0,,,,[]
619,27,False,,12.783146,False,,256.0,0.0,,,,[]
619,28,False,,14.758194,False,,256.0,0.0,,,,[]
619,29,False,,10.724714,False,,256.0,0.0,,,,[]
619,30,False,,1.648258,False,,64.0,0.0,,,,[]
619,31,False,,2.251298,False,,64.0,0.0,,,,[]
619,32,False,,2.077962,False,,64.0,0.0,,,,[]
619,33,False,,2.032385,False,,64.0,0.0,,,,[]
619,34,False,,43.217418,False,,1024.0,0.0,,,,[]
619,35,False,,1.401017,False,,64.0,0.0,,,,[]
619,36,False,,0.928191,False,,64.0,0.0,,,,[]
619,37,False,"{'mynumbers': [['num'], [None], [-410]]}",0.367359,False,,30.0,0.0,,,,[]
619,38,False,"{'mynumbers': [['num'], [-413], [-412]]}",0.416139,False,,30.0,0.0,,,,[]
619,39,False,,40.405342,False,,1024.0,0.0,,,,[]
619,40,False,,3.36277,False,,256.0,0.0,,,,[]
619,41,False,,0.706205,False,,64.0,0.0,,,,[]
619,42,False,,0.72734,False,,64.0,0.0,,,,[]
619,43,False,,0.724237,False,,64.0,0.0,,,,[]
619,44,False,"{'mynumbers': [['num'], [-413]]}",0.205939,False,,10.0,0.0,,,,[]
619,45,False,,1.968932,False,,64.0,0.0,,,,[]
619,46,False,,2.602685,False,,64.0,0.0,,,,[]
619,47,False,,14.705978,False,,256.0,0.0,,,,[]
619,48,,,,False,,,,,,,
619,49,,,,False,,,,,,,
619,50,False,,2.152891,False,,64.0,0.0,,,,[]
619,51,False,,14.186832,False,,256.0,0.0,,,,[]
619,52,False,"{'mynumbers': [['num'], [-413]]}",2.018061,False,,34.0,0.0,,,,[]
619,53,,,,False,,,,,,,
619,54,False,,2.830704,False,0.250738,64.0,0.0,,,,[]
619,55,False,,2.965124,False,,64.0,0.0,,,,[]
