ProblemID,QueryID,?Refuted,Time,?VeriEQLRefuted,VeriEQL time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
619,0,,,False,,,,,,
619,1,,,False,,,,,,
619,2,,,False,,,,,,
619,3,,,False,,,,,,
619,4,,,False,,,,,,
619,5,False,0.041983,False,,0.0,,,,"[0.006883, 0.014008]"
619,6,,,False,,,,,,
619,7,False,0.08542,False,,1.0,1.0,6.0,1.0,[0.007995]
619,8,False,0.07978,False,,1.0,0.0,1.0,0.2,"[0.009089, 0.012487]"
619,9,,,False,,,,,,
619,10,,,False,,,,,,
619,11,,,False,,,,,,
619,12,,,False,,,,,,
619,13,,,False,,,,,,
619,14,False,0.089233,False,,1.0,1.0,6.0,1.0,[0.007036]
619,15,False,0.078434,False,,1.0,1.0,6.0,1.0,[0.009905]
619,16,False,0.068617,False,,1.0,1.0,6.0,1.0,[0.007754]
619,17,False,0.067256,False,,1.0,1.0,6.0,1.0,[0.007124]
619,18,,,False,,,,,,
619,19,False,0.073143,False,,1.0,1.0,6.0,1.0,[0.007878]
619,20,False,0.075928,False,,1.0,1.0,6.0,1.0,[0.009539]
619,21,False,0.168755,False,,0.0,,,,"[0.007433, 0.010823]"
619,22,False,0.069337,False,,1.0,1.0,6.0,1.0,[0.009035]
619,23,False,0.067948,False,,1.0,1.0,6.0,1.0,[0.007581]
619,24,False,0.078956,False,,1.0,1.0,6.0,1.0,[0.007248]
619,25,False,0.088452,False,,1.0,1.0,6.0,1.0,[0.007843]
619,26,False,0.189302,False,,1.0,1.0,6.0,1.0,[0.009536]
619,27,False,0.067649,False,,1.0,1.0,7.0,1.0,[0.008097]
619,28,False,0.080652,False,,1.0,1.0,7.0,1.0,[0.010187]
619,29,True,0.044296,False,,0.0,,,,"[0.007944, 0.010847]"
619,30,False,0.074661,False,,1.0,1.0,6.0,1.0,[0.007467]
619,31,False,0.07615,False,,1.0,1.0,6.0,1.0,[0.007692]
619,32,False,0.075636,False,,1.0,1.0,6.0,1.0,[0.007563]
619,33,False,0.060846,False,,1.0,1.0,6.0,1.0,[0.007113]
619,34,False,0.081715,False,,1.0,1.0,8.0,1.0,[0.009426]
619,35,False,0.074458,False,,1.0,1.0,6.0,1.0,[0.00776]
619,36,False,0.064979,False,,1.0,1.0,6.0,1.0,[0.008136]
619,37,False,0.043329,False,,0.0,,,,"[0.00722, 0.01301]"
619,38,False,0.043131,False,,0.0,,,,"[0.0076, 0.010084]"
619,39,True,0.049592,False,,0.0,,,,"[0.00823, 0.015572]"
619,40,False,0.071057,False,,1.0,1.0,7.0,1.0,[0.008932]
619,41,False,0.065116,False,,1.0,1.0,6.0,1.0,[0.007649]
619,42,False,0.077706,False,,1.0,1.0,6.0,1.0,[0.014703]
619,43,False,0.057524,False,,1.0,1.0,6.0,1.0,[0.007498]
619,44,False,0.045767,False,,0.0,,,,"[0.009205, 0.010703]"
619,45,False,0.069638,False,,1.0,1.0,6.0,1.0,[0.007297]
619,46,False,0.071257,False,,1.0,1.0,6.0,1.0,[0.007085]
619,47,False,0.074313,False,,1.0,1.0,7.0,1.0,[0.007556]
619,48,,,False,,,,,,
619,49,,,False,,,,,,
619,50,False,0.062101,False,,1.0,1.0,6.0,1.0,[0.006655]
