ID,?Refuted,Time,Counterexample,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
0,False,3.006578,,7,6,0.5,8.833333333333334,0.736111111111111,[0.011373]
1,True,0.174613,"{'r1': [['a', 'b'], [20, 28], [20, 29], [20, 30]], 'r2': [['a', 'b'], [20, None]]}",3,1,0.0,4.0,0.5,"[0.011448, 0.017618]"
2,False,0.280794,,2,1,0.0,10.0,1.0,[0.011921]
3,False,0.224179,,3,2,0.5,6.0,0.6666666666666666,[0.010719]
4,False,0.116749,,2,1,0.0,8.0,1.0,[0.01068]
5,False,0.237909,"{'depts': [['dname', 'dproj'], [-3836823155480799200, 38], [36, None]], 'teams': [['tmember', 'tproj'], [37, 38], [25, 38]], 'payroll': [['empl', 'pdept'], [25, 36], [37, -3836823155480799200]]}",3,1,0.0,9.0,0.75,"[0.009983, 0.017589]"
6,True,0.131152,"{'payroll': [['ssno', 'deptno'], [24, 29], [24, 29]], 'applicant': [['ssno', 'jobtitile', 'officeno'], [24, 25, None]]}",3,1,0.0,8.0,1.0,"[0.011717, 0.023711]"
7,True,0.083392,"{'emp': [['name', 'dept', 'emp'], [24, 23, None], [None, 20, 21]], 'dept': [['dept', 'loc', 'mgr'], [20, 3, 21], [20, 3, 21]]}",3,1,0.0,7.0,1.0,"[0.009629, 0.014317]"
8,True,0.032955,"{'r': [['a', 'b', 'c'], [5, 10, -145], [5, 10, -635], [-900, 10, 1]]}",2,0,,,,"[0.009042, 0.009307]"
9,True,0.174984,"{'user': [['uid', 'uname', 'city'], [27, 23, 3], [20, 21, 3], [27, 22, 3]], 'picture': [['uid', 'size'], [27, 1000002]]}",3,1,0.0,1.0,0.09090909090909091,"[0.011991, 0.04048]"
10,False,,,,,,,,
11,False,,,,,,,,
12,True,0.087823,"{'parts': [['pnum', 'qoh'], [33, 1], [33, 1]], 'supply': [['pnum', 'shipdate'], [None, -715], [None, -550], [33, -388]]}",3,1,0.0,7.0,0.7,"[0.009473, 0.015424]"
13,True,0.068081,"{'emp': [['name', 'dept', 'emp'], [None, 20, None], [None, 20, 19], [22, 20, None]], 'dept': [['dept', 'loc', 'mgr'], [20, 16, 20], [20, 3, 19], [20, 17, 20]]}",3,1,0.0,3.0,0.6,"[0.008703, 0.009953]"
14,True,0.166948,"{'a': [['x', 'ya'], [29, 28], [29, 28]], 'b': [['yb'], [28]]}",3,1,0.0,3.0,0.2727272727272727,"[0.010335, 0.024822]"
15,True,0.070551,"{'a': [['x', 'ya', 'yx'], [11, None, 'HELLO'], [11, None, 'HELLO'], [11, 13, 'HELLO HI']]}",3,1,0.0,4.0,1.0,"[0.009468, 0.009622]"
16,False,0.379959,,6,5,0.4,5.2,0.5777777777777777,[0.010242]
17,False,0.055311,,2,1,0.0,6.0,1.0,[0.011568]
18,False,0.058623,,2,1,0.0,5.0,1.0,[0.010482]
19,True,0.078626,"{'r': [['a'], [None]]}",3,1,0.0,6.0,1.0,"[0.010851, 0.013024]"
20,True,0.084822,"{'r': [['a1', 'a2'], [15, None], [15, 16]]}",3,1,1.0,6.0,1.0,"[0.010885, 0.014837]"
21,False,0.097137,,3,2,0.5,2.5,0.625,[0.010472]
22,False,,,,,,,,
23,False,,,,,,,,
24,True,0.017849,"{'r': [['a', 'b'], [2, None], [2, 2]]}",1,0,,,,[0.008825]
25,False,,,,,,,,
26,False,0.134494,,4,3,0.3333333333333333,4.666666666666667,0.7777777777777777,[0.009742]
27,False,,,,,,,,
28,True,0.033462,"{'a': [['c'], [None], [12], [12]]}",2,0,,,,"[0.009321, 0.00951]"
29,False,0.360344,,2,1,0.0,6.0,1.0,[0.011929]
30,False,2.01486,,3,2,0.5,6.0,0.6,[0.011454]
31,False,0.193864,,3,2,0.5,4.0,0.6666666666666666,[0.010832]
32,False,0.468136,,8,7,0.14285714285714285,4.571428571428571,0.6530612244897959,[0.011521]
33,False,,,,,,,,
34,False,0.172028,,2,1,0.0,7.0,1.0,[0.00861]
35,False,,,,,,,,
36,False,0.047771,,1,1,1.0,2.0,1.0,[]
37,False,0.578295,,18,17,0.47058823529411764,3.0,0.5999999999999999,[0.010403]
38,False,0.191622,,3,2,0.5,2.5,0.41666666666666663,[0.01184]
39,False,0.473935,,3,2,0.5,2.5,0.25,[0.016739]
40,False,,,,,,,,
41,False,,,,,,,,
42,False,0.155167,,2,1,1.0,2.0,0.16666666666666666,[0.012592]
43,False,,,,,,,,
44,False,,,,,,,,
