ID,?Refuted,Time,Counterexample,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
0,False,49.352914,,1,0,,,,[]
1,True,0.31664,"{'r1': [['a', 'b'], [41, 40], [None, 38], [41, 39]], 'r2': [['a', 'b'], [28, None], [27, 36], [41, None]]}",1,0,,,,[]
2,False,0.169471,,1,0,,,,[]
3,False,0.155075,,1,0,,,,[]
4,False,0.070285,,1,0,,,,[]
5,False,0.249218,"{'depts': [['dname', 'dproj'], [-4913658308700470879, 87], [-4913658308700470879, 88], [93, 94]], 'teams': [['tmember', 'tproj'], [None, 88], [96, 87]], 'payroll': [['empl', 'pdept'], [96, None], [95, 93]]}",1,0,,,,[]
6,True,0.124194,"{'payroll': [['ssno', 'deptno'], [37, 29], [37, 40]], 'applicant': [['ssno', 'jobtitile', 'officeno'], [37, 38, None], [None, None, None]]}",1,0,,,,[]
7,True,0.048697,"{'emp': [['name', 'dept', 'emp'], [23, 21, 22], [23, 21, 22], [23, 19, 20]], 'dept': [['dept', 'loc', 'mgr'], [19, 3, 20], [19, 3, 20], [21, 3, 22]]}",1,0,,,,[]
8,True,0.025169,"{'r': [['a', 'b', 'c'], [5, None, -145], [4, None, -635], [4, None, -715]]}",1,0,,,,[]
9,True,0.188781,"{'user': [['uid', 'uname', 'city'], [32, 31, 3], [32, 31, 3], [None, 23, 21]], 'picture': [['uid', 'size'], [27, 1000001], [32, 1000001], [None, None]]}",1,0,,,,[]
10,False,,,,,,,,
11,False,,,,,,,,
12,True,0.049547,"{'parts': [['pnum', 'qoh'], [35, 2], [25, 26], [27, 28]], 'supply': [['pnum', 'shipdate'], [35, -715], [None, -550], [35, -388]]}",1,0,,,,[]
13,True,0.029224,"{'emp': [['name', 'dept', 'emp'], [22, 21, 18], [23, 18, 19], [25, 24, 18]], 'dept': [['dept', 'loc', 'mgr'], [16, 3, 17], [18, 3, 19], [18, 20, 18]]}",1,0,,,,[]
14,True,0.161722,"{'a': [['x', 'ya'], [39, 36], [None, 36], [39, 38]], 'b': [['yb'], [36], [38], [38]]}",1,0,,,,[]
15,True,0.038183,"{'a': [['x', 'ya', 'yx'], [None, None, None], [None, 11, 'HELLO']]}",1,0,,,,[]
16,False,0.221011,,1,0,,,,[]
17,False,0.029648,,1,0,,,,[]
18,False,0.042329,,1,0,,,,[]
19,True,0.033354,"{'r': [['a'], [15], [13], [None]]}",1,0,,,,[]
20,True,0.057646,"{'r': [['a1', 'a2'], [14, 15], [None, 15], [14, 15]]}",1,0,,,,[]
21,False,0.038717,,1,0,,,,[]
22,False,,,,,,,,
23,False,,,,,,,,
24,True,0.029466,"{'r': [['a', 'b'], [1, None]]}",1,0,,,,[]
25,False,,,,,,,,
26,False,0.044625,,1,0,,,,[]
27,False,,,,,,,,
28,True,0.028453,"{'a': [['c'], [12], [12], [None]]}",1,0,,,,[]
29,False,1.241635,,1,0,,,,[]
30,False,,,,,,,,
31,False,0.571708,,1,0,,,,[]
32,False,0.175538,,1,0,,,,[]
33,False,,,,,,,,
34,False,1.012604,,1,0,,,,[]
35,False,,,,,,,,
36,False,0.027273,,1,0,,,,[]
37,False,0.029653,,1,0,,,,[]
38,False,0.306042,,1,0,,,,[]
39,False,,,,,,,,
40,False,,,,,,,,
41,False,,,,,,,,
42,False,,,,,,,,
43,False,,,,,,,,
44,False,,,,,,,,
