ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,False,4,60.074246,,,,
1,spider_bak-coffee_shop-0005.txt,False,4,60.062654,,,,
2,spider-manufactory_1-0036.txt,False,4,60.062702,,,,
3,spider-manufactory_1-0036.txt,False,4,60.066321,,,,
4,spider_bak-manufactory_1-0003.txt,False,4,60.062115,,,,
5,spider-customer_deliveries-0004.txt,False,4,60.063126,,,,
6,spider_bak-inn_1-0009.txt,False,4,60.062957,,,,
7,spider-csu_1-0023.txt,False,4,60.065824,,,,
8,spider_bak-roller_coaster-0002.txt,False,4,60.06606,,,,
9,db2csv-student_transcripts_tracking-0040_dev.txt,False,4,60.070657,,,,
10,spider-body_builder-0006.txt,False,4,60.065479,,,,
11,spider_bak-candidate_poll-0007.txt,False,4,60.06249,,,,
12,spider-county_public_safety-0020.txt,False,4,60.073831,,,,
13,db2csv-pets_1-0033_dev.txt,False,4,60.063092,,,,
14,db2csv-pets_1-0033_dev.txt,False,4,60.064337,,,,
15,spider-medicine_enzyme_interaction-0020.txt,False,4,60.064484,,,,
16,spider_bak-entertainment_awards-0012.txt,False,4,60.063836,,,,
17,spider_bak-entertainment_awards-0012.txt,False,4,60.06176,,,,
18,spider_bak-entertainment_awards-0012.txt,False,4,60.06198,,,,
19,spider_bak-entertainment_awards-0012.txt,False,4,60.065659,,,,
20,spider_bak-entertainment_awards-0012.txt,False,4,60.067181,,,,
21,spider_bak-entertainment_awards-0012.txt,False,4,60.062259,,,,
22,spider_bak-entertainment_awards-0012.txt,False,4,60.062946,,,,
23,spider_bak-entertainment_awards-0012.txt,False,4,60.066609,,,,
24,spider_bak-entertainment_awards-0012.txt,False,4,60.063269,,,,
25,spider_bak-entertainment_awards-0012.txt,False,4,60.06306,,,,
26,spider_bak-company_office-0003.txt,False,4,60.062808,,,,
27,spider_bak-company_office-0003.txt,False,4,60.062714,,,,
28,spider_bak-company_office-0003.txt,False,4,60.062233,,,,
29,spider_bak-company_office-0003.txt,False,4,60.068481,,,,
30,spider_bak-company_office-0003.txt,False,4,60.065711,,,,
31,spider_bak-company_office-0003.txt,False,4,60.068959,,,,
32,spider_bak-company_office-0003.txt,False,4,60.061931,,,,
33,spider_bak-company_office-0003.txt,False,4,60.064689,,,,
34,spider_bak-company_office-0003.txt,False,4,60.067028,,,,
35,spider_bak-company_office-0003.txt,False,4,60.066521,,,,
36,spider_bak-company_office-0003.txt,False,4,60.062475,,,,
37,spider_bak-company_office-0003.txt,False,4,60.067391,,,,
38,spider_bak-company_office-0003.txt,False,4,60.062402,,,,
39,spider_bak-company_office-0003.txt,False,4,60.066869,,,,
40,spider_bak-company_office-0003.txt,False,4,60.063206,,,,
41,spider_bak-customers_and_addresses-0020.txt,False,4,60.067974,,,,
42,spider_bak-ship_1-0008.txt,False,4,60.062818,,,,
43,spider-scientist_1-0003.txt,False,4,60.072991,,,,
44,spider-scientist_1-0003.txt,False,4,60.062314,,,,
45,spider-scientist_1-0003.txt,False,4,60.070887,,,,
46,spider-mountain_photos-0013.txt,False,4,60.062323,,,,
47,spider-mountain_photos-0013.txt,False,4,60.072866,,,,
48,spider-mountain_photos-0013.txt,False,4,60.062386,,,,
49,spider-customers_and_products_contacts-0008.txt,False,4,60.062363,,,,
50,spider-theme_gallery-0004.txt,False,4,60.064894,,,,
51,spider_bak-mountain_photos-0002.txt,False,4,60.062474,,,,
52,spider-match_season-0008.txt,False,4,60.069485,,,,
53,db2csv-dog_kennels-0039_dev.txt,False,4,60.062569,,,,
54,db2csv-poker_player-0017_dev.txt,False,4,60.070222,,,,
55,db2csv-poker_player-0017_dev.txt,False,4,60.062293,,,,
56,db2csv-poker_player-0017_dev.txt,False,4,60.063968,,,,
57,db2csv-poker_player-0017_dev.txt,False,4,60.062507,,,,
58,db2csv-poker_player-0017_dev.txt,False,4,60.06652,,,,
59,db2csv-poker_player-0017_dev.txt,False,4,60.061562,,,,
60,spider-news_report-0010.txt,False,4,60.010709,,,,
61,db2csv-dog_kennels-0029_dev.txt,False,4,60.061355,,,,
62,spider_bak-county_public_safety-0002.txt,False,4,60.063265,,,,
63,spider_bak-company_office-0002.txt,False,4,60.062925,,,,
64,spider_bak-book_2-0003.txt,False,4,60.069176,,,,
65,spider_bak-body_builder-0008.txt,False,4,60.061906,,,,
66,spider_bak-body_builder-0008.txt,False,4,60.067538,,,,
67,spider_bak-body_builder-0020.txt,False,4,60.062289,,,,
68,spider-entrepreneur-0006.txt,False,4,60.064241,,,,
69,spider-entrepreneur-0006.txt,False,4,60.06231,,,,
70,spider-entrepreneur-0006.txt,False,4,60.067102,,,,
71,spider-body_builder-0007.txt,False,4,60.066272,,,,
72,spider-body_builder-0007.txt,False,4,60.064031,,,,
73,spider-body_builder-0007.txt,False,4,60.06261,,,,
74,spider-entrepreneur-0012.txt,False,4,60.061008,,,,
75,spider-entrepreneur-0012.txt,False,4,60.062917,,,,
76,spider-entrepreneur-0012.txt,False,4,60.063208,,,,
77,spider-entrepreneur-0012.txt,False,4,60.062291,,,,
78,spider-entrepreneur-0012.txt,False,4,60.061914,,,,
79,spider-entrepreneur-0012.txt,False,4,60.062812,,,,
80,spider-body_builder-0013.txt,False,4,60.062435,,,,
81,spider-body_builder-0013.txt,False,4,60.063935,,,,
82,spider-body_builder-0013.txt,False,4,60.062464,,,,
83,spider-body_builder-0013.txt,False,4,60.062989,,,,
84,spider-body_builder-0013.txt,False,4,60.06166,,,,
85,spider-body_builder-0013.txt,False,4,60.062656,,,,
86,spider-tracking_grants_for_research-0031.txt,False,4,60.062639,,,,
87,spider_bak-sports_competition-0014.txt,False,4,60.062266,,,,
88,spider_bak-climbing-0002.txt,False,4,60.062914,,,,
89,spider-products_for_hire-0007.txt,False,4,60.018259,,,,
90,spider-customer_deliveries-0005.txt,False,4,60.061766,,,,
91,spider-flight_company-0011.txt,False,4,60.062379,,,,
92,spider-flight_company-0011.txt,False,4,60.062377,,,,
93,spider-flight_company-0011.txt,False,4,60.063087,,,,
94,spider-flight_company-0011.txt,False,4,60.061912,,,,
95,spider-flight_company-0011.txt,False,4,60.0624,,,,
96,spider-flight_company-0011.txt,False,4,60.064231,,,,
97,spider-flight_company-0011.txt,False,4,60.063387,,,,
98,spider-flight_company-0011.txt,False,4,60.062458,,,,
99,spider-flight_company-0011.txt,False,4,60.061116,,,,
100,spider-flight_company-0011.txt,False,4,60.063873,,,,
101,spider-flight_company-0011.txt,False,4,60.061619,,,,
102,spider-flight_company-0011.txt,False,4,60.063579,,,,
103,spider-flight_company-0011.txt,False,4,60.063361,,,,
104,spider-flight_company-0011.txt,False,4,60.062658,,,,
105,spider-flight_company-0011.txt,False,4,60.067656,,,,
106,spider-flight_company-0011.txt,False,4,60.06043,,,,
107,spider-flight_company-0011.txt,False,4,60.062326,,,,
108,spider-flight_company-0011.txt,False,4,60.066159,,,,
109,spider-flight_company-0011.txt,False,4,60.063692,,,,
110,spider-flight_company-0011.txt,False,4,60.06544,,,,
111,spider-flight_company-0011.txt,False,4,60.064001,,,,
112,spider-flight_company-0011.txt,False,4,60.062001,,,,
113,spider-flight_company-0011.txt,False,4,60.067599,,,,
114,spider-flight_company-0011.txt,False,4,60.063867,,,,
115,spider-flight_company-0011.txt,False,4,60.062309,,,,
116,spider-flight_company-0011.txt,False,4,60.062102,,,,
117,spider-flight_company-0011.txt,False,4,60.061586,,,,
118,spider-flight_company-0011.txt,False,4,60.065369,,,,
119,spider-flight_company-0005.txt,False,4,60.062503,,,,
120,spider_bak-student_assessment-0020.txt,False,4,60.062705,,,,
121,spider_bak-student_assessment-0020.txt,False,4,60.025394,,,,
122,spider_bak-student_assessment-0020.txt,False,4,60.064035,,,,
123,spider_bak-student_assessment-0020.txt,False,4,60.063002,,,,
124,spider_bak-student_assessment-0020.txt,False,4,60.052133,,,,
125,spider_bak-student_assessment-0020.txt,False,4,60.062696,,,,
126,spider_bak-student_assessment-0020.txt,False,4,60.065012,,,,
127,spider_bak-student_assessment-0020.txt,False,4,60.064675,,,,
128,spider_bak-student_assessment-0020.txt,False,4,60.062245,,,,
129,spider_bak-student_assessment-0020.txt,False,4,60.067427,,,,
130,spider_bak-student_assessment-0020.txt,False,4,60.063339,,,,
131,spider_bak-student_assessment-0020.txt,False,4,60.068393,,,,
132,spider_bak-student_assessment-0020.txt,False,4,60.074196,,,,
133,spider_bak-student_assessment-0020.txt,False,4,60.046156,,,,
134,spider_bak-movie_1-0040.txt,False,4,60.075614,,,,
135,spider_bak-movie_1-0040.txt,False,4,60.061836,,,,
136,spider-customer_deliveries-0011.txt,False,4,60.089691,,,,
137,spider_bak-party_host-0002.txt,False,4,60.062618,,,,
138,spider-candidate_poll-0009.txt,False,4,60.076426,,,,
139,spider-farm-0010.txt,False,4,60.062972,,,,
140,spider-farm-0010.txt,False,4,60.074176,,,,
141,spider-farm-0010.txt,False,4,60.062198,,,,
142,spider-epinions_1-0011.txt,False,4,60.06395,,,,
143,spider-epinions_1-0011.txt,False,4,60.066891,,,,
144,spider-farm-0004.txt,False,4,60.066086,,,,
145,spider_bak-decoration_competition-0009.txt,False,4,60.029842,,,,
146,spider_bak-decoration_competition-0009.txt,False,4,60.062844,,,,
147,spider_bak-decoration_competition-0009.txt,False,4,60.061659,,,,
148,spider_bak-solvency_ii-0010.txt,False,4,60.062405,,,,
149,db2csv-singer-0004_dev.txt,False,4,60.062451,,,,
150,spider_bak-browser_web-0018.txt,False,4,60.064059,,,,
