ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
619,0,,,,False,,,,,,,
619,1,,,,False,,,,,,,
619,2,,,,False,,,,,,,
619,3,,,,False,,,,,,,
619,4,,,,False,,,,,,,
619,5,False,"{'mynumbers': [['num'], [8], [None], [0], [8]]}",0.062156,False,,1.0,0.0,,,,[]
619,6,,,,False,,,,,,,
619,7,False,,0.077592,False,,1.0,0.0,,,,[]
619,8,False,"{'mynumbers': [['num'], [8], [0], [8]]}",0.046548,False,,1.0,0.0,,,,[]
619,9,,,,False,,,,,,,
619,10,,,,False,,,,,,,
619,11,,,,False,,,,,,,
619,12,,,,False,,,,,,,
619,13,,,,False,,,,,,,
619,14,False,,0.067554,False,,1.0,0.0,,,,[]
619,15,False,,0.062401,False,,1.0,0.0,,,,[]
619,16,False,,0.090031,False,,1.0,0.0,,,,[]
619,17,False,,0.09213,False,,1.0,0.0,,,,[]
619,18,,,,False,,,,,,,
619,19,False,,0.089171,False,,1.0,0.0,,,,[]
619,20,False,,0.089272,False,,1.0,0.0,,,,[]
619,21,False,"{'mynumbers': [['num'], [9], [None], [-613], [9]]}",0.464367,False,,1.0,0.0,,,,[]
619,22,False,,0.066715,False,,1.0,0.0,,,,[]
619,23,False,,0.06512,False,,1.0,0.0,,,,[]
619,24,False,,0.15844,False,,1.0,0.0,,,,[]
619,25,False,,0.076144,False,,1.0,0.0,,,,[]
619,26,False,,0.069531,False,,1.0,0.0,,,,[]
619,27,False,,0.091905,False,,1.0,0.0,,,,[]
619,28,False,,0.081873,False,,1.0,0.0,,,,[]
619,29,True,"{'mynumbers': [['num'], [None], [8964], [None]]}",0.054008,False,,1.0,0.0,,,,[]
619,30,False,,0.07471,False,,1.0,0.0,,,,[]
619,31,False,,0.105366,False,,1.0,0.0,,,,[]
619,32,False,,0.096144,False,,1.0,0.0,,,,[]
619,33,False,,0.059282,False,,1.0,0.0,,,,[]
619,34,False,,0.085225,False,,1.0,0.0,,,,[]
619,35,False,,0.085942,False,,1.0,0.0,,,,[]
619,36,False,,0.083977,False,,1.0,0.0,,,,[]
619,37,False,"{'mynumbers': [['num'], [None], [-671]]}",0.030621,False,,1.0,0.0,,,,[]
619,38,False,"{'mynumbers': [['num'], [None], [-671], [None]]}",0.044578,False,,1.0,0.0,,,,[]
619,39,True,"{'mynumbers': [['num'], [None], [0], [None], [None]]}",0.049649,False,,1.0,0.0,,,,[]
619,40,False,,0.096686,False,,1.0,0.0,,,,[]
619,41,False,,0.071054,False,,1.0,0.0,,,,[]
619,42,False,,0.072341,False,,1.0,0.0,,,,[]
619,43,False,,0.067083,False,,1.0,0.0,,,,[]
619,44,False,"{'mynumbers': [['num'], [None], [629], [None], [None]]}",0.036977,False,,1.0,0.0,,,,[]
619,45,False,,0.081269,False,,1.0,0.0,,,,[]
619,46,False,,0.091176,False,,1.0,0.0,,,,[]
619,47,False,,0.07243,False,,1.0,0.0,,,,[]
619,48,,,,False,,,,,,,
619,49,,,,False,,,,,,,
619,50,False,,0.087607,False,,1.0,0.0,,,,[]
619,51,False,,0.079718,False,,1.0,0.0,,,,[]
