ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,False,4,60.08447,,,,
1,spider_bak-coffee_shop-0005.txt,False,4,60.067208,,,,
2,spider-manufactory_1-0036.txt,False,4,60.062784,,,,
3,spider-manufactory_1-0036.txt,False,4,60.061168,,,,
4,spider_bak-manufactory_1-0003.txt,False,4,60.062052,,,,
5,spider-customer_deliveries-0004.txt,False,4,60.065508,,,,
6,spider_bak-inn_1-0009.txt,False,4,60.065267,,,,
7,spider-csu_1-0023.txt,False,4,60.061926,,,,
8,spider_bak-roller_coaster-0002.txt,False,4,60.068464,,,,
9,db2csv-student_transcripts_tracking-0040_dev.txt,False,4,60.062682,,,,
10,spider-body_builder-0006.txt,False,4,60.065224,,,,
11,spider_bak-candidate_poll-0007.txt,False,4,60.061898,,,,
12,spider-county_public_safety-0020.txt,False,4,60.02031,,,,
13,db2csv-pets_1-0033_dev.txt,False,4,60.062096,,,,
14,db2csv-pets_1-0033_dev.txt,False,4,60.073315,,,,
15,spider-medicine_enzyme_interaction-0020.txt,False,4,60.062629,,,,
16,spider_bak-entertainment_awards-0012.txt,False,4,60.062213,,,,
17,spider_bak-entertainment_awards-0012.txt,False,4,60.061684,,,,
18,spider_bak-entertainment_awards-0012.txt,False,4,60.063601,,,,
19,spider_bak-entertainment_awards-0012.txt,False,4,60.061759,,,,
20,spider_bak-entertainment_awards-0012.txt,False,4,60.061726,,,,
21,spider_bak-entertainment_awards-0012.txt,False,4,60.016259,,,,
22,spider_bak-entertainment_awards-0012.txt,False,4,60.063124,,,,
23,spider_bak-entertainment_awards-0012.txt,False,4,60.066286,,,,
24,spider_bak-entertainment_awards-0012.txt,False,4,60.052049,,,,
25,spider_bak-entertainment_awards-0012.txt,False,4,60.061638,,,,
26,spider_bak-company_office-0003.txt,False,4,60.063001,,,,
27,spider_bak-company_office-0003.txt,False,4,60.062481,,,,
28,spider_bak-company_office-0003.txt,False,4,60.064175,,,,
29,spider_bak-company_office-0003.txt,False,4,60.065405,,,,
30,spider_bak-company_office-0003.txt,False,4,60.064781,,,,
31,spider_bak-company_office-0003.txt,False,4,60.071683,,,,
32,spider_bak-company_office-0003.txt,False,4,60.062239,,,,
33,spider_bak-company_office-0003.txt,False,4,60.067086,,,,
34,spider_bak-company_office-0003.txt,False,4,60.065752,,,,
35,spider_bak-company_office-0003.txt,False,4,60.066767,,,,
36,spider_bak-company_office-0003.txt,False,4,60.065457,,,,
37,spider_bak-company_office-0003.txt,False,4,60.047423,,,,
38,spider_bak-company_office-0003.txt,False,4,60.063375,,,,
39,spider_bak-company_office-0003.txt,False,4,60.069317,,,,
40,spider_bak-company_office-0003.txt,False,4,60.068028,,,,
41,spider_bak-customers_and_addresses-0020.txt,False,4,60.066278,,,,
42,spider_bak-ship_1-0008.txt,False,4,60.062308,,,,
43,spider-scientist_1-0003.txt,False,4,60.075453,,,,
44,spider-scientist_1-0003.txt,False,4,60.06662,,,,
45,spider-scientist_1-0003.txt,False,4,60.068564,,,,
46,spider-mountain_photos-0013.txt,False,4,60.061601,,,,
47,spider-mountain_photos-0013.txt,False,4,60.081158,,,,
48,spider-mountain_photos-0013.txt,False,4,60.062173,,,,
49,spider-customers_and_products_contacts-0008.txt,False,4,60.062205,,,,
50,spider-theme_gallery-0004.txt,False,4,60.066585,,,,
51,spider_bak-mountain_photos-0002.txt,False,4,60.061868,,,,
52,spider-match_season-0008.txt,False,4,60.082764,,,,
53,db2csv-dog_kennels-0039_dev.txt,False,4,60.06194,,,,
54,db2csv-poker_player-0017_dev.txt,False,4,60.066429,,,,
55,db2csv-poker_player-0017_dev.txt,False,4,60.062849,,,,
56,db2csv-poker_player-0017_dev.txt,False,4,60.063571,,,,
57,db2csv-poker_player-0017_dev.txt,False,4,60.062773,,,,
58,db2csv-poker_player-0017_dev.txt,False,4,60.062412,,,,
59,db2csv-poker_player-0017_dev.txt,False,4,60.063207,,,,
60,spider-news_report-0010.txt,False,4,60.065664,,,,
61,db2csv-dog_kennels-0029_dev.txt,False,4,60.06163,,,,
62,spider_bak-county_public_safety-0002.txt,False,4,60.063567,,,,
63,spider_bak-company_office-0002.txt,False,4,60.062053,,,,
