ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
0,spider_bak-coffee_shop-0011.txt,True,3,4.895133,2.0,0.5,82.5,0.4969879518072289
1,spider_bak-coffee_shop-0005.txt,True,3,9.319674,2.0,0.5,58.5,0.4915966386554622
2,spider-manufactory_1-0036.txt,False,4,60.008095,,,,
3,spider-manufactory_1-0036.txt,False,4,60.012773,,,,
4,spider-movie_1-0012.txt,False,4,60.002318,,,,
5,spider_bak-manufactory_1-0003.txt,True,3,6.581511,2.0,0.5,55.5,0.4404761904761904
6,spider-customer_deliveries-0004.txt,True,3,2.58793,1.0,0.0,2.0,0.0109289617486338
7,spider_bak-inn_1-0009.txt,True,3,13.498522,2.0,0.5,92.5,0.4920212765957447
8,spider-csu_1-0023.txt,True,3,1.051323,1.0,0.0,2.0,0.0099009900990099
9,spider-csu_1-0023.txt,True,3,3.129866,1.0,0.0,2.0,0.0086580086580086
10,spider-csu_1-0023.txt,True,3,9.895965,2.0,0.5,62.5,0.2659574468085106
11,spider-soccer_2-0008.txt,True,3,3.64222,1.0,0.0,2.0,0.0108695652173913
12,spider_bak-roller_coaster-0002.txt,True,3,34.30983,7.0,0.5714285714285714,89.14285714285714,0.5274725274725275
13,spider_bak-document_management-0001.txt,True,3,4.486231,1.0,0.0,1.0,0.0082644628099173
14,spider_bak-loan_1-0015.txt,True,3,3.597528,1.0,0.0,2.0,0.0119047619047619
15,db2csv-student_transcripts_tracking-0040_dev.txt,False,4,60.005101,,,,
16,spider-body_builder-0006.txt,True,3,2.856583,1.0,0.0,1.0,0.0060240963855421
17,db2csv-museum_visit-0004_dev.txt,True,3,4.675016,1.0,0.0,1.0,0.0060240963855421
18,spider_bak-candidate_poll-0007.txt,True,3,3.61276,1.0,0.0,1.0,0.0060240963855421
19,spider-county_public_safety-0020.txt,True,3,6.014729,2.0,0.5,78.5,0.470059880239521
20,db2csv-pets_1-0033_dev.txt,False,4,60.007761,,,,
21,db2csv-pets_1-0033_dev.txt,False,4,60.002867,,,,
22,db2csv-pets_1-0033_dev.txt,False,4,60.002629,,,,
23,spider-medicine_enzyme_interaction-0020.txt,True,3,3.05859,1.0,0.0,2.0,0.010752688172043
24,spider_bak-entertainment_awards-0012.txt,False,4,60.001278,,,,
25,spider_bak-entertainment_awards-0012.txt,False,4,60.004935,,,,
26,spider_bak-entertainment_awards-0012.txt,False,4,60.003073,,,,
27,spider_bak-entertainment_awards-0012.txt,False,4,60.009503,,,,
28,spider_bak-entertainment_awards-0012.txt,False,4,60.002917,,,,
29,spider_bak-entertainment_awards-0012.txt,False,4,60.00328,,,,
30,spider_bak-entertainment_awards-0012.txt,False,4,60.00305,,,,
31,spider_bak-entertainment_awards-0012.txt,False,4,60.002956,,,,
32,spider_bak-entertainment_awards-0012.txt,False,4,60.002829,,,,
33,spider_bak-entertainment_awards-0012.txt,False,4,60.031258,,,,
34,spider_bak-cre_Docs_and_Epenses-0020.txt,False,4,60.024869,,,,
35,spider_bak-company_office-0003.txt,True,3,14.107693,3.0,0.6666666666666666,99.33333333333331,0.5016835016835017
36,spider_bak-company_office-0003.txt,True,3,3.321258,1.0,0.0,1.0,0.0046296296296296
37,spider_bak-company_office-0003.txt,True,3,3.643393,1.0,0.0,1.0,0.0048309178743961
38,spider_bak-company_office-0003.txt,True,3,8.948752,1.0,0.0,1.0,0.0048309178743961
39,spider_bak-company_office-0003.txt,True,3,5.362443,1.0,0.0,1.0,0.0043290043290043
40,spider_bak-company_office-0003.txt,True,3,14.291827,2.0,0.5,94.5,0.4162995594713656
41,spider_bak-company_office-0003.txt,True,3,3.973168,1.0,0.0,1.0,0.0047619047619047
42,spider_bak-company_office-0003.txt,True,3,4.247535,1.0,0.0,1.0,0.0049751243781094
43,spider_bak-company_office-0003.txt,True,3,14.781964,2.0,0.5,87.5,0.4353233830845771
44,spider_bak-company_office-0003.txt,True,3,9.507272,1.0,0.0,1.0,0.0044444444444444
45,spider_bak-company_office-0003.txt,True,3,20.048292,2.0,0.5,91.0,0.4117647058823529
46,spider_bak-company_office-0003.txt,True,3,5.995565,1.0,0.0,1.0,0.0045662100456621
47,spider_bak-company_office-0003.txt,False,4,60.036907,,,,
48,spider_bak-company_office-0003.txt,True,3,5.157294,1.0,0.0,1.0,0.0041152263374485
49,spider_bak-company_office-0003.txt,True,3,3.941845,1.0,0.0,1.0,0.00418410041841
50,spider_bak-company_office-0003.txt,True,3,6.390434,1.0,0.0,1.0,0.0047619047619047
51,spider_bak-company_office-0003.txt,True,3,22.056267,2.0,0.5,94.0,0.4017094017094017
52,spider_bak-company_office-0003.txt,True,3,16.073369,2.0,0.5,97.5,0.4239130434782608
53,spider_bak-company_office-0003.txt,True,3,2.887936,1.0,0.0,1.0,0.0042735042735042
54,spider_bak-company_office-0003.txt,True,3,4.64197,1.0,0.0,1.0,0.0043478260869565
55,spider_bak-company_office-0003.txt,True,3,14.08403,2.0,0.5,117.0,0.4606299212598425
56,spider_bak-music_4-0025.txt,False,4,60.01009,,,,
57,spider_bak-music_4-0025.txt,False,4,60.010488,,,,
58,spider_bak-music_4-0025.txt,False,4,60.003032,,,,
59,spider_bak-customers_and_addresses-0020.txt,True,3,2.004701,1.0,0.0,1.0,0.0055865921787709
